order_number,product_id,customer_id,product_name,department_id,price
14954,1000,7746,Apricots,10,1.27
14954,36103,7746,Extra Light Olive Oil,13,2.69
14954,5258,7746,Sparkling Water,7,10.95
14954,24532,7746,Cranberry Almond Chicken Salad,3,2.66
14959,18019,99721,Macaroni & Cheese Dinner Original Flavor,9,3.73
14959,13287,99721,Bistro Bowl Chicken Caesar Salad,4,7.49
14966,25647,77311,Heirloom Tomato,4,4.3
14967,26209,22909,Limes,4,4.37
14969,27413,54307,100% Mighty Mango Juice Smoothie,7,7.25
14972,44133,137889,Sundried Tomatoes in Olive Oil,15,2.64
14976,37067,76646,Organic Banana,4,10.85
14976,343,76646,Organic Whole Peeled Baby Carrots,4,5.78
14979,8460,192171,Hearty Thick Cut Bacon,12,5.7
14979,37915,192171,"Cheese \""Forte\"" Ravioli",9,7.26
14980,42736,110436,Unsalted Butter,16,9.28
14982,28609,33009,Whole Grain Rotini,9,1.55
14982,1086,33009,Jack's Special Salsa Medium Hot,13,5.17
14982,1462,33009,Gallon Freezer Reclosable Bags,17,2.84
14983,38456,75159,Large Grapefruit,4,3.38
14984,32035,58202,Toasted Pine Nut Couscous Mix,9,8.57
14985,49026,6810,Plain Almond Milk Yogurt,16,12.26
14987,8235,186721,Dry Shampoo,11,1.6
14989,46584,141479,YoKids Blueberry & Strawberry/Vanilla Yogurt,16,8.82
14989,23216,141479,Fancy Shredded Cheese Italian Blend,16,0.89
14991,26604,39117,Organic Blackberries,4,8.08
14993,33808,196772,Original Ranch Salad Dress & Seasoning Mix,13,10.0
14993,10193,196772,Shredded Carrots,4,11.21
14993,46820,196772,Vanilla Pure Almond Milk,16,11.94
14993,15221,196772,2% Milk,16,11.05
14995,31726,27784,Original Redness Relief Sterile Tetrahydrozoline HCl Eye Drops,11,8.61
14996,47127,124731,Everyday Shea Body Lotion,11,9.41
14996,6104,124731,Whole Milk Plain Yogurt,16,1.76
15004,24118,77393,Vegan Big Cup Pad Thai Noodle Soup,15,12.17
15006,19543,40083,Brioche Hot Dog Buns,3,6.39
15006,43421,40083,"Little Yums Spinach, Apple, and Kale Teething Wafers",18,5.55
15006,22504,40083,Organic Mountain Forest Amber Honey,13,2.16
15007,1940,109917,Organic 2% Reduced Fat Milk,16,1.23
15007,20842,109917,Total 0% Greek Yogurt,16,9.2
15009,7598,34104,Organic Unsweetened Creamy Cashewmilk,16,8.56
15009,48595,34104,Organic Wheat Square Crackers,19,9.0
15011,27433,17507,Artisan French Rolls,1,4.71
15012,24830,185634,Organic Romaine,4,10.27
15012,20842,185634,Total 0% Greek Yogurt,16,9.2
15013,10166,94535,Almond Milk Cookies N' Cream Non-Dairy Frozen Dessert,1,2.02
15013,32429,94535,Red Mango,4,3.5
15013,29270,94535,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,5.56
15013,20869,94535,Yellow Potato,4,4.45
15015,46584,181729,YoKids Blueberry & Strawberry/Vanilla Yogurt,16,8.82
15015,11068,181729,Medium Cheddar Cheese Block,16,1.9
15023,3464,181791,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",4,9.0
15024,44570,37210,Kale Greens,4,4.15
15025,33120,100407,Organic Egg Whites,16,5.33
15026,4145,21361,Organic Chicken Breast In Water,15,10.97
15027,27182,128608,"Organic Plain Natural Lowfat Yogurt, 1.5% Milkfat",16,2.83
15027,10193,128608,Shredded Carrots,4,11.21
15029,25705,193212,Butterhead Lettuce,4,0.98
15030,6104,1246,Whole Milk Plain Yogurt,16,1.76
15030,49555,1246,Apple Apricot Sauce,15,5.12
15031,6069,57920,Maple Pumpkin Seeds with Sea Salt Chewy with a Crunch Granola Bars,19,7.32
15031,22124,57920,Total 0% Raspberry Yogurt,16,9.08
15032,23637,53539,Maple & Brown Sugar High Fiber Instant Oatmeal,14,1.87
15033,36348,36310,Organic Baby Food Fruit Mashup Mama Bear Blueberry 7+ Mo,18,2.53
15034,18027,45013,Ezekiel 4:9 Bread Organic Sprouted Whole Grain,3,11.3
15034,42404,45013,Multi Grain Waffles,1,12.48
15035,260,57896,Cantaloupe,4,3.01
15037,45117,52063,Organic Dark Chocolate Peanut Butter Trail Mix Bar,19,3.45
15041,30696,22373,Eggo Homestyle Waffles,1,6.45
15041,18721,22373,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22
15042,30962,147309,Vanilla Greek Yogurt 0% Fat,16,12.25
15043,5258,205968,Sparkling Water,7,10.95
15045,45007,116713,Organic Zucchini,4,5.08
15047,35042,88907,Black Beans,15,5.95
15047,1700,88907,White Cheddar Popcorn,19,5.86
15050,37067,161400,Organic Banana,4,10.85
15050,2298,161400,"Muffins, Mini, Flax, Chocolate Brownie",3,8.0
15050,20842,161400,Total 0% Greek Yogurt,16,9.2
15050,20977,161400,The Natural Whipped Topping,16,9.73
15050,33120,161400,Organic Egg Whites,16,5.33
15052,43772,201006,Cherubs Heavenly Salad Tomatoes,4,1.15
15055,43409,153394,Frosted Mini-Wheats Original Cereal,14,12.46
15055,41608,153394,Marketplace Bean and Cheese Enchilada Verde,1,7.17
15055,26172,153394,Light Sour Cream,16,7.26
15056,28733,139103,Chicken Nuggets,1,11.03
15056,13511,139103,Low Fat Strawberry Yogurt Bars,1,1.31
15056,10603,139103,93% Ground Beef,12,3.6
15058,260,179516,Cantaloupe,4,3.01
15062,35042,90266,Black Beans,15,5.95
15063,38911,39982,Fun Size Variety Mix,19,10.33
15064,20842,100935,Total 0% Greek Yogurt,16,9.2
15065,23054,166399,Whole Wheat Sourdough,3,2.06
15068,21072,131826,Organic Blackberry Sorbet Bars,1,5.57
15072,42345,117405,Baby Food Pouch - Roasted Carrot Spinach & Beans,18,4.39
15072,44787,117405,Stage 1 - Just Prunes,18,6.69
15074,42345,92678,Baby Food Pouch - Roasted Carrot Spinach & Beans,18,4.39
15074,31334,92678,Chocolate Almond & Sea Salt with Chia Granola Bars,19,2.94
15078,3464,1095,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",4,9.0
15079,260,162762,Cantaloupe,4,3.01
15080,6638,185334,Organic Brown Rice Crisps Cereal,14,1.39
15081,28413,36614,Bunny-Luv Organic Carrots,4,7.3
15084,39397,81325,Chicken in a Biskit Baked Snack Crackers,19,3.31
15089,35425,159109,Gluten Free Brown Rice English Muffins 6 ct,3,11.37
15089,35939,159109,Organic Jalapeno Pepper,4,9.93
15092,45007,145692,Organic Zucchini,4,5.08
15092,30753,145692,Organic Red Lentil Penne,9,2.58
15093,26209,184091,Limes,4,4.37
15093,21278,184091,All Purpose Crushed Tomatoes,15,1.47
15093,13733,184091,Red Potatoes,4,4.73
15093,34969,184091,Red Vine Tomato,4,9.25
15095,19126,34546,Cafe Steamers Asian Potstickers,1,6.03
15095,37425,34546,Cafe Steamers Cajun Style Chicken & Shrimp,1,8.64
15095,5183,34546,Sesame Chicken,1,8.44
15097,3464,37096,"Organic Butterhead (Boston, Butter, Bibb) Lettuce",4,9.0
15097,13249,37096,Skim Milk,16,9.33
15097,18471,37096,Organic Light Agave Nectar,13,0.93
15098,5450,200034,Small Hass Avocado,4,5.77
15100,37067,96058,Organic Banana,4,10.85
15100,45007,96058,Organic Zucchini,4,5.08
15100,33316,96058,Lemongrass & Clementine Zest Natural Dish Liquid,17,0.96
15100,43647,96058,Organic Asparagus Spears,1,11.18
15101,8390,76594,Diet Ginger Ale,7,12.0
15102,43463,10632,Tall Kitchen Trash Bags with Flap Closure 13 gallon,17,8.09
15102,32304,10632,Reduced Sodium Vegetable Lentil & Roasted Red Peppers Soup,15,0.99
15103,43772,72456,Cherubs Heavenly Salad Tomatoes,4,1.15
15104,33911,6634,Zero Calorie Cream Soda,7,7.55
15105,32525,82889,Petite Truffle Brie,16,4.19
15105,15455,82889,Organic Extra Virgin Oil Olive,13,8.12
15106,39348,140867,Gummy Vitamin C Slices Plus Vitamin E,11,9.13
15110,14378,195560,Finocchiona Salami,20,7.26
15110,26209,195560,Limes,4,4.37
15110,48595,195560,Organic Wheat Square Crackers,19,9.0
15110,38164,195560,Almonds & Sea Salt in Dark Chocolate,19,9.32
15110,2664,195560,First Prunes,18,3.44
15111,18408,70977,Smoked Turkey Slices,20,3.47
15111,14557,70977,Uncured Turkey Pastrami,20,9.08
15111,40055,70977,Unbleached Bread Flour,13,11.91
15112,44898,186559,Organic Mac And Trees Fun Shape Macaroni & Cheese,20,1.21
15112,14437,186559,Total Greek Yogurt With Honey,16,6.44
15112,1700,186559,White Cheddar Popcorn,19,5.86
15114,14206,155441,"Light Bulb, Soft White, 150W",17,9.23
15115,34214,116891,Pesto Pizza,1,5.46
15115,26665,116891,Tandoor Baked Naan,3,8.66
15116,13249,116201,Skim Milk,16,9.33
15116,22089,116201,Vitamin D Milk,16,12.21
15118,23296,204447,Blueberry on the Bottom Nonfat Greek Yogurt,16,2.27
15120,43821,198887,1 Apple + 1 Mango Fruit Bar,19,4.67
15120,32304,198887,Reduced Sodium Vegetable Lentil & Roasted Red Peppers Soup,15,0.99
15124,22524,15864,Cream Cheese Bar,16,1.12
15125,43768,135247,Organic Bell Pepper,4,2.4
15125,28946,135247,Yogurt Tubes Blueberry,16,0.9
15127,38863,144535,Organic Cajun Andouille Sausage,12,9.06
15128,12565,162633,Family Pack Beef & Bean Chimichangas,1,6.9
15128,17096,162633,Mixed Fruit in 100% Cherry  Juice,15,10.62
15129,15693,188398,Organic Peach Oo La Long Tea,7,9.36
15129,4232,188398,"Ambrosia, Medium Roast",7,7.31
15129,7139,188398,Sooo Good Light Roast Coffee,7,3.74
15130,22548,12629,Coldbrew Coffee Pops,1,5.89
15130,36810,12629,Original Pancake and Baking Mix,14,5.95
15132,32134,1679,Lactose Free Plain Kefir,16,3.11
15134,307,7810,Precious Mozzarella Cheese,16,7.27
15135,42736,45580,Unsalted Butter,16,9.28
15136,28946,96108,Yogurt Tubes Blueberry,16,0.9
15137,36735,79460,Organic Roasted Sliced Chicken Breast,20,10.42
15138,42474,176714,Anti-Diarrheal Mint Liquid,11,2.3
15146,37067,125140,Organic Banana,4,10.85
15147,12397,102409,Earl Grey Tea Bags,7,6.93
15147,6647,102409,Navel Orange,4,4.34
15148,10,165812,Sparkling Orange Juice & Prickly Pear Beverage,7,7.1
15150,8143,194587,Baker's Pure Cane Ultrafine Sugar,13,6.42
15152,11068,25136,Medium Cheddar Cheese Block,16,1.9
15153,15011,85900,"Pita Chips, Simply Naked",19,11.46
15155,1194,91128,Natural Artisan Water,7,7.42
15155,17183,91128,Peach Yoghurt,16,6.75
15157,23815,153862,Bosc Pears,4,9.02
15159,19828,50730,Red Delicious Apples,4,5.14
15161,49667,130762,Enchilada with Spanish Rice & Beans Meal,1,10.34
15166,43338,137710,Pyramid Black Tea Bags,7,3.76
15166,45007,137710,Organic Zucchini,4,5.08
15166,5450,137710,Small Hass Avocado,4,5.77
15166,23630,137710,Multi-Seed Original Crackers,19,4.37
15166,26209,137710,Limes,4,4.37
15166,34166,137710,Organic Shredded Parmesan,16,8.84
15167,38456,132978,Large Grapefruit,4,3.38
15167,38558,132978,Organic Low Fat Cottage Cheese,16,9.47
15167,17044,132978,French Baguette,3,6.85
15167,38164,132978,Almonds & Sea Salt in Dark Chocolate,19,9.32
15167,2298,132978,"Muffins, Mini, Flax, Chocolate Brownie",3,8.0
15167,781,132978,Organic Shredded Mild Cheddar,16,2.78
15171,34974,149863,Baby Mum-Mum Banana  Rice Rusks,18,5.26
15171,44368,149863,Fresh Mozzarella Cheese,16,11.12
15171,8138,149863,Traditional Hummus,20,2.75
15172,36086,10696,Philadelphia Original Cream Cheese,16,2.08
15175,38164,140975,Almonds & Sea Salt in Dark Chocolate,19,9.32
15175,26177,140975,Organic Honey Nut O's Cereal,14,3.76
15175,15835,140975,Apricot + Vanilla Hand Soap,11,8.81
15176,18721,77621,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22
15178,17331,154926,Coconut Oil Kettle Cooked Potato Chips Sea Salt,19,5.75
15179,26149,175251,Brushless Dog Toothpaste,8,5.69
15179,7185,175251,Rosemary Mini Croccantini,19,4.79
15179,260,175251,Cantaloupe,4,3.01
15180,44375,188560,Canned Aranciata Orange,7,3.21
15180,33120,188560,Organic Egg Whites,16,5.33
15180,890,188560,Organic Diced Tomatoes,15,1.35
15180,16145,188560,Organic Cannellini Beans,15,5.1
15180,18689,188560,Dairy-Free Chive Cream Cheese,16,10.12
15184,25552,173213,Organic Steel Cut Oats,14,4.64
15184,35065,173213,Orange Strawberry Banana Juice,7,2.03
15186,35336,148982,Naked Green Machine Boosted Juice Smoothie,7,1.11
15187,12312,96337,Lavender Hand Soap,11,11.33
15187,13431,96337,Flaky Biscuits,13,1.83
15191,47815,88154,Hazelnut Coffee Creamer,16,8.55
15191,32762,88154,Nutri-Grain Soft Baked Mixed Berry Cereal Breakfast Bars,14,6.24
15193,24062,160754,Flourless  Sprouted Whole Grain 7-Sprouted Grains English Muffins,3,4.68
15193,38164,160754,Almonds & Sea Salt in Dark Chocolate,19,9.32
15193,14486,160754,One Bun Multigrain Whole Grain Pita,3,6.73
15194,46584,121596,YoKids Blueberry & Strawberry/Vanilla Yogurt,16,8.82
15196,30751,72670,All-Purpose Flour,13,9.34
15197,890,194533,Organic Diced Tomatoes,15,1.35
15197,39055,194533,Mild Salsa Roja,20,12.54
15200,14870,25532,Icelandic Style Fat Free Plain Yogurt,16,4.27
15200,13733,25532,Red Potatoes,4,4.73
15201,45051,90028,Pub Mix,19,8.23
15201,42500,90028,Orange & Lemon Flavor Variety Pack Sparkling Fruit Beverage,7,6.51
15203,35065,16879,Orange Strawberry Banana Juice,7,2.03
15203,45866,16879,Fig Newmans Fruit Filled Cookies,19,2.46
15204,43662,68528,"Yogurt, Strained Low-Fat, Coconut",16,11.87
15204,28465,68528,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32
15206,29270,13446,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,5.56
15206,26209,13446,Limes,4,4.37
15206,45007,13446,Organic Zucchini,4,5.08
15207,13431,16850,Flaky Biscuits,13,1.83
15207,5450,16850,Small Hass Avocado,4,5.77
15207,27690,16850,Apple Cinnamon GoGo Squeez,19,6.29
15207,41999,16850,Cut Tulips (Choose Color),4,1.99
15207,42404,16850,Multi Grain Waffles,1,12.48
15208,24532,175533,Cranberry Almond Chicken Salad,3,2.66
15208,15790,175533,Organic Veggie Bites,1,4.88
15209,39408,105217,Gala Apples,4,4.03
15209,1854,105217,Pineapple Slices In Heavy Syrup,15,11.21
15209,47141,105217,Cola,7,5.77
15209,57,105217,Flat Toothpicks,17,8.32
15209,47297,105217,"10\"" Graham Ready Crust",13,6.38
15210,45599,100165,Organic Strawberry Lemonade Fruit Juice Drink,7,6.8
15210,28698,100165,Asian Noodle Salad,20,1.65
15210,46802,100165,Pineapple Chunks,1,6.76
15211,9641,130986,"Action Pacs, Fresh Scent with Dawn",17,2.31
15212,29270,29148,Beet Apple Carrot Lemon Ginger Organic Cold Pressed Juice Beverage,7,5.56
15215,31350,164326,Salted Almond Butter Filled Dark Chocolate Bar,19,6.27
15215,49424,164326,Cereal Honey Bears,13,8.25
15215,45163,164326,Seaweed Rice Chips Sea Salt,19,8.17
15216,8866,52572,Organic White Chocolate Peanut Butter Cups,19,4.23
15216,27275,52572,Pineapple Strawberry Sparkling Water,7,7.09
15216,20324,52572,Lavender Harvest Aromatherapy Mist,17,11.04
15217,48038,67418,Cauliflower Green,4,10.74
15219,30827,114261,Seedless Cucumbers,4,5.22
15221,45051,116993,Pub Mix,19,8.23
15222,28358,98716,Chocolate Chip Vegan Cookie Dough,13,5.77
15223,5450,110835,Small Hass Avocado,4,5.77
15224,8345,50710,Instant Banana Cream Sugar Free Fat Free Pudding & Pie Filling,13,4.63
15225,5068,98783,Cauliflower Florets,4,5.04
15225,34942,98783,Kahuna Crunch Trail Mix,19,5.24
15229,43875,11852,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,6.11
15230,33771,81292,"Charcoal Briquets,  Instant",17,3.23
15231,45007,74848,Organic Zucchini,4,5.08
15231,47630,74848,Medium Navel Orange,4,5.6
15232,26209,165820,Limes,4,4.37
15233,48116,176278,Lowfat Kefir Plain Unsweetened,16,1.44
15235,17914,118413,DayQuil Severe Cold & Flu,11,8.65
15235,24956,118413,Cafe Steamers Chicken Margherita,1,1.64
15238,781,198180,Organic Shredded Mild Cheddar,16,2.78
15239,20842,89592,Total 0% Greek Yogurt,16,9.2
15240,8638,43026,Vanilla Milk Chocolate Almond Ice Cream Bars,1,8.33
15240,35383,43026,Classic White Bread,3,6.03
15241,7350,77943,Natural Lime Flavor Sparkling Mineral Water,7,1.88
15243,46106,59898,Organic Sriracha Hummus,20,3.17
15245,3318,32575,Cinnamon Swirl Raisin Bread,3,4.94
15248,29701,113327,Mary Kitchen 50% Reduced Fat Corned Beef Hash,15,1.34
15248,8180,113327,Grands! Flaky Layers Honey Butter Biscuit,13,9.55
15248,45099,113327,Steak Fries Thick-Cut French Fried Potatoes,1,3.87
15248,48144,113327,Tater Tots,1,1.22
15249,35284,147598,Dark Chocolate Sugar Free Pudding Snacks,16,10.5
15250,45007,181342,Organic Zucchini,4,5.08
15252,10060,63776,Original BBQ Sauce,13,8.23
15255,37355,125978,Organic Extra Virgin Coconut Oil,13,1.06
15255,7963,125978,Gluten Free Whole Grain Bread,1,4.53
15255,42347,125978,Caffeine Free Diet Cola All Natural Soda,7,11.32
15257,6750,51263,Cheese Ravioli with Sauce Bowls,1,11.37
15258,26604,14872,Organic Blackberries,4,8.08
15258,1940,14872,Organic 2% Reduced Fat Milk,16,1.23
15259,26209,66143,Limes,4,4.37
15260,26209,67869,Limes,4,4.37
15260,30494,67869,Organic Mango Slices,19,7.63
15260,35939,67869,Organic Jalapeno Pepper,4,9.93
15264,13780,13346,Thyme,4,10.2
15264,21678,13346,Fresh Chicken Thighs,12,10.14
15265,42736,22459,Unsalted Butter,16,9.28
15266,2535,12856,Shaved Parmesan,16,9.81
15267,19828,143647,Red Delicious Apples,4,5.14
15274,20899,85387,Goo Berry Pie Probugs Kefir,16,6.29
15277,4574,89857,Organic Fat Free French Vanilla Yogurt,16,5.66
15277,1025,89857,Organic Fresh Basil,4,11.34
15278,32211,59395,Whole Grains Oatnut Bread,3,8.78
15278,37148,59395,"Milk Chocolate Candies, Bonus Bag",19,4.64
15279,3245,174847,Organic Stage 2 Apple Oatmeal With Cinnamon Baby Food,18,4.15
15279,27514,174847,Maple Glazed Honey Ham,20,6.39
15281,5450,79935,Small Hass Avocado,4,5.77
15281,20034,79935,Potted Basil,4,6.24
15283,28465,152486,Icelandic Style Skyr Blueberry Non-fat Yogurt,16,8.32
15283,41860,152486,Sea Salt Baked Potato Chips,19,5.7
15283,47621,152486,Chocolate Strong Dark,19,6.39
15287,6638,54876,Organic Brown Rice Crisps Cereal,14,1.39
15288,31564,90887,Crackers,19,1.11
15290,43768,28117,Organic Bell Pepper,4,2.4
15291,7350,150387,Natural Lime Flavor Sparkling Mineral Water,7,1.88
15291,20899,150387,Goo Berry Pie Probugs Kefir,16,6.29
15291,46990,150387,Ground Buffalo,12,10.44
15291,16840,150387,Mild Guacamole,20,2.21
15292,42500,35779,Orange & Lemon Flavor Variety Pack Sparkling Fruit Beverage,7,6.51
15293,13113,73267,Organic Apple Juice Boxes,7,9.79
15294,47792,153706,Organic Beans & Rice Cheddar Cheese Burrito,1,8.35
15294,26209,153706,Limes,4,4.37
15295,18471,42792,Organic Light Agave Nectar,13,0.93
15296,43647,29621,Organic Asparagus Spears,1,11.18
15297,26604,32618,Organic Blackberries,4,8.08
15297,45007,32618,Organic Zucchini,4,5.08
15299,3651,119504,Dairy Pure Fresh Half & Half,16,5.99
15301,23985,97161,Baby Eggplant,4,1.55
15301,26604,97161,Organic Blackberries,4,8.08
15301,15831,97161,Kosher Chicken Breasts Boneless And Skinless,1,6.95
15302,45007,163579,Organic Zucchini,4,5.08
15303,46562,45219,Sweet & Salty Nut Granola Bars Peanut,19,3.56
15304,33911,175598,Zero Calorie Cream Soda,7,7.55
15305,35042,65664,Black Beans,15,5.95
15306,42736,139829,Unsalted Butter,16,9.28
15307,21278,54902,All Purpose Crushed Tomatoes,15,1.47
15307,8523,54902,Scoops,19,8.31
15307,49284,54902,Fennel Seed,13,3.57
15309,5450,76986,Small Hass Avocado,4,5.77
15311,26209,12590,Limes,4,4.37
15311,40268,12590,Organic Wheat-Free & Gluten-Free Original Crackers,19,3.71
15312,39408,47233,Gala Apples,4,4.03
15312,7116,47233,Large Enriched Bread,3,2.99
15313,32624,120840,Acorn Squash,4,11.22
15313,10761,120840,Organic Yokids Lemonade/Blueberry Variety Pack Yogurt Squeezers Tubes,16,4.56
15315,6814,28486,Steamers Tuscan Seasoned Broccoli,1,7.06
15316,30461,77267,Organic Multigrain Mild Green Mojo Tortilla Chips,19,7.11
15317,1194,48436,Natural Artisan Water,7,7.42
15317,29865,48436,Sorbet Strawberry Limonata,1,8.89
15318,47504,91463,Blueberry Breakfast Biscuits,14,7.81
15319,27796,100270,Real Mayonnaise,13,0.97
15319,13249,100270,Skim Milk,16,9.33
15319,48527,100270,Avocado,4,12.54
15319,23975,100270,Small Odor Shield Trash Bags,17,4.14
15320,30696,127433,Eggo Homestyle Waffles,1,6.45
15321,35383,81018,Classic White Bread,3,6.03
15324,45007,153910,Organic Zucchini,4,5.08
15326,5258,129867,Sparkling Water,7,10.95
15327,47141,167631,Cola,7,5.77
15328,16630,84170,Cough & Chest Congestion Chestal Honey Cough Syrup,11,2.93
15329,32727,51307,Reduced Fat 4 Cheese Mexican Shredded Cheese,16,5.27
15329,11233,51307,100% Whole Wheat Pre-Sliced Sandwich Thins,3,5.2
15329,12053,51307,Panama Peach Antioxidant Infusion,7,3.45
15330,21614,131385,Crackers Harvest Whole Wheat,19,2.38
15330,17789,131385,Soy Free Buttery Spread,16,11.19
15331,22159,156359,Red Machine Juice Smoothie,7,2.1
15331,27413,156359,100% Mighty Mango Juice Smoothie,7,7.25
15331,5445,156359,Protein Zone Protein Juice Smoothie,7,5.82
15335,1940,89726,Organic 2% Reduced Fat Milk,16,1.23
15335,5258,89726,Sparkling Water,7,10.95
15336,10193,199539,Shredded Carrots,4,11.21
15340,38966,8931,Unsalted Peanut Butter Filled Pretzels,19,5.5
15340,48186,8931,Lactose Free Half & Half,16,9.32
15341,40268,111608,Organic Wheat-Free & Gluten-Free Original Crackers,19,3.71
15342,39024,97927,Edamame In Pod,1,5.6
15342,7751,97927,Tomato Ketchup,13,1.99
15346,34878,166434,Stackers Kosher Dill Pickles,13,6.56
15346,7751,166434,Tomato Ketchup,13,1.99
15348,18963,190158,Apple Cider Vinegar,13,9.67
15348,35939,190158,Organic Jalapeno Pepper,4,9.93
15348,13733,190158,Red Potatoes,4,4.73
15349,38164,28522,Almonds & Sea Salt in Dark Chocolate,19,9.32
15349,20899,28522,Goo Berry Pie Probugs Kefir,16,6.29
15350,31127,57827,Sweet Batard,3,5.64
15350,9283,57827,Organic Bucatini,9,1.54
15350,1356,57827,"Sweet Potato, White Beans & Cinnamon Stage 2",18,8.47
15350,39219,57827,Artichoke Quarters,15,9.59
15351,2596,66397,Lemon Cake Ice Cream,1,2.8
15352,36070,89095,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34
15354,1194,1103,Natural Artisan Water,7,7.42
15357,4960,79688,Three Cheese Mini Pizza Bagels Frozen Snacks,1,5.28
15358,1117,166093,Turkey Bacon,12,11.85
15358,18721,166093,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22
15359,10369,56799,Organic Genoa Salami,20,2.35
15363,35939,62772,Organic Jalapeno Pepper,4,9.93
15364,38456,41702,Large Grapefruit,4,3.38
15364,11707,41702,Peanut Butter Chocolate Chip Macrobar,19,8.92
15364,16759,41702,Organic Carrot Bunch,4,4.17
15372,42347,76120,Caffeine Free Diet Cola All Natural Soda,7,11.32
15377,7854,39596,Freeze Dried Mango Slices,19,9.01
15378,16759,197585,Organic Carrot Bunch,4,4.17
15381,15860,116875,Natural Apple Sauce Cups,15,8.98
15384,2962,19918,"Milk, Reduced Fat, 2% Milkfat",16,8.89
15388,48099,28486,Truffle Parmesan Macaroni & Cheese Bowl,1,9.05
15388,30958,28486,Honey Mustard and Onion Pretzels Pieces,19,7.24
15389,43772,53794,Cherubs Heavenly Salad Tomatoes,4,1.15
15391,1940,146495,Organic 2% Reduced Fat Milk,16,1.23
15391,29094,146495,Flip Coffee Break Bliss Greek Yogurt,16,8.93
15391,16754,146495,Flip PB&J Low-Fat Greek Yogurt,16,4.76
15391,10527,146495,Whipped Butter,16,3.95
15391,30727,146495,Vanilla Almond Fit Granola,14,7.19
15391,1560,146495,Bag Of Ice,1,11.41
15392,46462,175970,Crossovers Caramel Hny Almond,19,11.73
15394,25691,97302,Original Life Cereal,14,4.24
15394,12276,97302,Chocolate Chip Cookie Dough Ice Cream,1,8.4
15396,15433,116257,Oatmeal Raisin Walnut Bar,19,6.74
15397,2452,103589,Naturals Chicken Nuggets,1,1.24
15398,12846,56587,Pomegranate Blackberry Probiotics Juice Drink,7,10.26
15398,31342,56587,Organic SprouTofu Extra Firm Tofu,20,9.28
15398,17352,56587,100% Whole Wheat English Muffin 6 Ct,3,9.91
15399,37754,179839,Organic Blended Raspberry Whole Milk Greek Yogurt,16,4.34
15399,24830,179839,Organic Romaine,4,10.27
15401,1202,92060,Organic Whole Grain Oatmeal Cereal Baby Food,18,9.64
15401,25542,92060,"Orzo, No. 65",9,0.92
15402,26629,163696,Cherry Pie Fruit & Nut Bar,19,1.38
15402,43875,163696,Baby Food Stage 2 Blueberry Pear & Purple Carrot,18,6.11
15403,21057,59604,Organic Brown Rice Spaghetti,9,6.56
15403,16398,59604,Guava Goddess Organic Kambucha,7,1.59
15405,23630,47717,Multi-Seed Original Crackers,19,4.37
15406,14870,174807,Icelandic Style Fat Free Plain Yogurt,16,4.27
15406,12427,174807,Original Beef Jerky,19,3.08
15406,34942,174807,Kahuna Crunch Trail Mix,19,5.24
15408,12614,43365,Yellow Grape Tomatoes,4,1.39
15408,24497,43365,Organic Cauliflower Florets,4,7.52
15408,39249,43365,Organic Persian Cucumber,4,12.47
15412,26209,141605,Limes,4,4.37
15412,42693,141605,Talenti Banana Chocolate Swirl Gelato,1,11.63
15413,30827,20885,Seedless Cucumbers,4,5.22
15414,10369,19626,Organic Genoa Salami,20,2.35
15419,13733,151126,Red Potatoes,4,4.73
15419,42736,151126,Unsalted Butter,16,9.28
15419,47966,151126,Old Fashioned Rolled Oats,14,2.74
15420,38164,128356,Almonds & Sea Salt in Dark Chocolate,19,9.32
15420,46802,128356,Pineapple Chunks,1,6.76
15420,36070,128356,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34
15425,36070,171736,"Super Spinach! Baby Spinach, Baby Bok Choy, Sweet Baby Kale",4,4.34
15427,39408,5808,Gala Apples,4,4.03
15432,46574,113078,Kombu Sea Vegetable,6,1.35
15433,21683,191912,Organic Multigrain English Muffins,3,7.64
15434,45007,131936,Organic Zucchini,4,5.08
15434,26209,131936,Limes,4,4.37
15435,45007,179342,Organic Zucchini,4,5.08
15436,38508,198251,Lightly Salted Kettle Potato Chips - Sea Salt,19,4.06
15436,18721,198251,"Baked Rice and Corn Puffs, Aged White Cheddar",19,2.22
15436,42736,198251,Unsalted Butter,16,9.28
15436,48370,198251,Sensitive Toilet Paper,17,9.33
15438,26604,83907,Organic Blackberries,4,8.08
15438,38164,83907,Almonds & Sea Salt in Dark Chocolate,19,9.32
15438,26293,83907,Organic Tart Cherry Juice,7,10.5
15439,13431,174680,Flaky Biscuits,13,1.83
15440,46541,190670,Corn Flakes,14,2.21
